Collection ID,Game ID,Name,Expansion,Version ID,Version,Status,Min Players,Max Players,Recommended Players,Best Players,Min Duration,Max Duration,Weight,Plays,Last Play,Rating,BGG Rating,Rank,Estimated Value,altnames,Publisher,Artist,Domain,Family,SuggestedAge,BggImage,Mechanisms,Categories,Designer,YearPublished
45414755,197376,Charterstone,-,-,-,Own,1,6,"2,3,4,5,6",6,45,75,2.85,0,-,3.6,7.2,625,17.58,契約石,,,,,,,,,,
-,171,Chess,-,-,-,-,2,2,2,2,-,-,3.6456,0,-,-,7.03777,461,9.74,西洋棋,(Public Domain),(Uncredited),Abstract Games,"Category: Combinatorial Traditional Games: Chess Animals: Ducks Animals: Mice Animals: Pigs Authors: J.R.R. Tolkien Books: Harry Potter Brands: Coca-Cola Brands: Disney Category: DIZED Tutorial Characters: Mickey Mouse Cities: Chicago (Illinois, USA) Cities: New York (New York, USA) Comic Books: DC Universe Comic Books: Justice League Comic Books: Marvel Universe Comic Books: Superman Comic Strips: Peanuts Components: 8 x 8 Grids Components: Miniatures Components: Wooden pieces & boards Country: USA Creatures: Monsters Digital Implementations: Ai Ai Digital Implementations: Board Game Arena Digital Implementations: BoardSpace Digital Implementations: Google Play Digital Implementations: igGameCenter Digital Implementations: Little Golem Digital Implementations: MindSports Digital Implementations: PlayAbstractGames Digital Implementations: PlayStrategy Digital Implementations: Tabletopia Digital Implementations: Triqqy Digital Implementations: VASSAL Fictional Events: Clone Wars Movies: DreamWorks Animation Movies: Pirates of the Caribbean Movies: Shrek Movies: Star Wars Movies: Universal Studios Monsters Players: Two-Player Only Games Political: Elections Promotional: Board Games Series: 3M Bookshelf Series Series: Games for Dummies Series: GoPlay Series: LEGO Games Series: Take 'N' Play Anywhere (Patch Products) Series: World's Smallest (Super Impulse) Sports Teams: Manchester United Football Club Theme: Anime / Manga Theme: Superheroes Toys: LEGO Toys: Transformers TV Shows: Buffy the Vampire Slayer TV Shows: Hanna-Barbera TV Shows: Scooby-Doo! TV Shows: Sesame Street TV Shows: South Park TV Shows: The Flintstones TV Shows: The Muppet Show TV Shows: The Simpsons TV Shows: Thunderbirds Video Game Theme: Nintendo Video Game Theme: Super Mario Bros.",7.09,000171.jpg,Grid Movement Once-Per-Game Abilities Pattern Movement Square Grid Static Capture Sudden Death Ending,Abstract Strategy,(Uncredited),1475
-,47,Chinatown,-,-,-,-,3,5,"4, 5",5,60,60,2.2241,0,-,-,7.10895,377,54.65,,alea,Mathieu Leyssenne,Family Games Strategy Games,"Cities: New York (New York, USA) Decades: The 1960's Occupation: Architect Series: Alea Big Box Series: Filosofia Reprints",10.95,000047.jpg,Enclosure Income Investment Negotiation Set Collection Tile Placement Trading Victory Points as a Resource,City Building Economic Negotiation,Karsten Hartwig,1999
-,239188,Chronicles of Crime,-,-,-,-,1,4,"1, 2, 3",2,60,90,2.0616,0,-,-,7.15184,344,26.05,推理事件簿,Lucky Duck Games,David Cicurel,Thematic Games,Components: Digital Hybrid - App/Website Required Components: Official Music Soundtrack Crowdfunding: Kickstarter Crowdfunding: Spieleschmiede Game: Chronicles of Crime Mechanism: Campaign Games Misc: Limited Replayability Players: Games with Solitaire Rules Theme: Mystery / Crime,12.46,239188.jpg,Cooperative Game Scenario / Mission / Campaign Game Solo / Solitaire Game Storytelling,Adventure Deduction Murder / Mystery,David Cicurel,2018
79318423,300300,Chronicles of Crime: 1400,-,-,-,"Own,Wanttoplay",1,4,"1,2,3",2,60,90,1.99,0,-,6,7.7,790,11,推理事件簿千年系列：1400,,,,,,,,,,
81345047,302098,Chronicles of Crime: 1900,-,-,-,"Own,Wanttoplay",1,4,"1,2,3",2,60,90,1.93,0,-,6.5,7.9,1230,13.1,推理事件簿千年系列：1900,,,,,,,,,,
81345057,302312,Chronicles of Crime: 2400,-,-,-,"Own,Wanttoplay",1,4,"1,2,3",2,60,90,2.13,0,-,6.5,7.6,2021,12.9,推理事件簿千年系列：2400,,,,,,,,,,
54874586,145588,Citrus,-,-,-,Prevowned,2,5,"2,3,4",-,60,60,2.56,0,-,7.2,7.1,2279,32.4,小柑橘|柑橘城物語,,,,,,,,,,
-,400602,Civolution,-,-,-,-,1,4,"1, 2, 3","2, 3",90,180,4.2495,0,-,-,7.39006,183,66.92,文明演化,Deep Print Games,Dennis Lohausen,Strategy Games,Misc: LongPack Games,13.94,400602.jpg,Area Movement Dice Rolling Events Income Modular Board Open Drafting Pattern Building Solo / Solitaire Game Tech Trees / Tech Tracks Track Movement Variable Set-up,Civilization Dice Economic Exploration Science Fiction,Stefan Feld,2024
-,233371,Clank! In! Space!: A Deck-Building Adventure,-,-,-,-,2,4,"2, 3, 4",3,45,90,2.5831,0,-,-,7.42908,161,35.02,,Dire Wolf,Rayph Beisner,Family Games Strategy Games,Digital Implementations: Dire Wolf Game Room Game: Clank! Players: Games with expansions that add solo play,9.57,233371.jpg,"Deck, Bag, and Pool Building Delayed Purchase Modular Board Open Drafting Player Elimination Point to Point Movement Push Your Luck",Science Fiction,Paul Dennen,2017
-,266507,Clank! Legacy: Acquisitions Incorporated,-,-,-,-,2,4,"2, 3, 4",4,90,120,2.7349,0,-,-,7.9378,28,81.15,,Dire Wolf,Clay Brooks,Thematic Games,Category: Dungeon Crawler Components: Miniatures Creatures: Dragons Creatures: Goblins Game: Clank! Mechanism: Campaign Games Mechanism: Legacy Players: Games with expansions that change player count Versions & Editions: Legacy Versions of Non-Legacy Games,10.27,266507.png,"Deck, Bag, and Pool Building Delayed Purchase End Game Bonuses Events Legacy Game Map Addition Movement Points Narrative Choice / Paragraph Once-Per-Game Abilities Open Drafting Pick-up and Deliver Player Elimination Point to Point Movement Push Your Luck Scenario / Mission / Campaign Game Set Collection Variable Player Powers Variable Set-up",Adventure Fantasy,Andy Clautice,2019
-,201808,Clank!: A Deck-Building Adventure,-,-,-,-,2,4,"2, 3, 4","3, 4",30,60,2.2321,0,-,-,7.59565,100,35.57,,Dire Wolf,Rayph Beisner,Family Games Strategy Games,Category: Dungeon Crawler Creatures: Dragons Creatures: Goblins Creatures: Monsters Digital Implementations: Dire Wolf Game Room Digital Implementations: Google Play Digital Implementations: Steam Game: Clank! Misc: Mensa Select Misc: Watch It Played How To Videos Players: Games with expansions that add solo play Players: Games with expansions that change player count,8.81,201808.jpg,"Action Points Deck, Bag, and Pool Building Delayed Purchase End Game Bonuses Movement Points Open Drafting Player Elimination Point to Point Movement Push Your Luck Variable Set-up",Adventure Fantasy,Paul Dennen,2016
-,365717,Clank!: Catacombs,-,-,-,-,2,4,"2, 3, 4",3,45,90,2.4818,0,-,-,7.77098,52,40.12,,Dire Wolf,Clay Brooks,Family Games Strategy Games,Category: Dungeon Crawler Creatures: Dragons Creatures: Goblins Creatures: Monsters Digital Implementations: Dire Wolf Game Room Game: Clank! Misc: LongPack Games Misc: Watch It Played How To Videos Players: Games with expansions that add solo play Players: Games with expansions that change player count,10.67,365717.jpg,"Deck, Bag, and Pool Building Delayed Purchase End Game Bonuses Map Addition Map Deformation Modular Board Movement Points Open Drafting Player Elimination Point to Point Movement Push Your Luck Tile Placement Variable Set-up",Adventure Fantasy,Paul Dennen,2022
-,216132,Clans of Caledonia,-,-,-,-,1,4,"1, 2, 3, 4",4,30,120,3.469,0,-,-,7.6793,75,65,加勒多尼亞,Karma Games,Klemens Franz,Strategy Games,Animals: Cattle / Cows Animals: Sheep Components: Control Boards Components: Wooden pieces & boards Country: Scotland Crowdfunding: Kickstarter Crowdfunding: zagramw.to Digital Implementations: Board Game Arena Digital Implementations: TableTop Simulator Mod (TTS) Digital Implementations: Tabletopia Food & Drink: Cheese Food & Drink: Liquor / Cocktails Game: Clans of Caledonia Misc: Made by Panda Players: Games with Solitaire Rules,12.16,216132.png,Commodity Speculation Contracts Hexagon Grid Income Market Modular Board Network and Route Building Solo / Solitaire Game Turn Order: Pass Order Variable Player Powers,Economic Farming,Juma Al-JouJou,2017
-,299659,Clash of Cultures: Monumental Edition,-,-,-,-,2,4,"2, 3, 4","3, 4",180,240,3.7401,0,-,-,7.3093,232,68.21,,WizKids (I),Gong Studios,Strategy Games,Ancient: Mesopotamia Components: Hexagonal Tiles Components: Miniatures Game: Clash of Cultures Mechanism: 4X Versions & Editions: Big Box Versions of Individual Games,13.36,299659.jpg,Action Points Dice Rolling Grid Movement Hand Management Modular Board Tech Trees / Tech Tracks Trading Variable Player Powers,Ancient City Building Civilization Economic Territory Building,Christian Marcussen,2021
-,262211,Cloudspire,-,-,-,-,1,4,"1, 2, 3","1, 2",90,180,4.3994,0,-,-,7.15675,341,150.19,雲嶺戰記,Chip Theory Games,Jared Blando,Strategy Games,Category: MOBA Category: Tower Defense Crowdfunding: Kickstarter Digital Implementations: VASSAL Game: Cloudspire Players: Games with Solitaire Rules Theme: Floating islands in the sky,12.76,262211.jpg,Action Queue Bias Cooperative Game Dice Rolling Events Hexagon Grid Modular Board Solo / Solitaire Game Team-Based Game Tech Trees / Tech Tracks Tile Placement Turn Order: Progressive Variable Player Powers,Exploration Fantasy Fighting Video Game Theme,Josh J. Carlson,2019
137081015,178900,Codenames,-,-,-,"Own,Wanttoplay",2,8,"4, 5, 6, 7, 8","6, 8",15,15,1.2553,0,-,8,7.42849,162,13.76,機密代號|機密代號: 廣東話,Czech Games Edition (CGE),Vlaada Chvátil,Party Games,Components: 5 x 5 Grids Components: Sand Timers Digital Implementations: Apple App Store Digital Implementations: Google Play Digital Implementations: VASSAL Game: Codenames Mechanism: Give a Clue / Get a Clue Misc: Watch It Played How To Videos Word Games: Guess the Word,10.29,178900.jpg,Communication Limits Deduction Memory Race Team-Based Game,Card Game Deduction Party Game Spies / Secret Agents Word Game,Vlaada Chvátil,2015
-,224037,Codenames: Duet,-,-,-,-,2,2,2,2,15,30,1.3601,0,-,-,7.23341,274,9.21,,Czech Games Edition (CGE),Štěpán Drašťák,Family Games Party Games,Components: 5 x 5 Grids Game: Codenames Mechanism: Give a Clue / Get a Clue Players: Two-Player Only Games Versions & Editions: Two-Player Versions of More-Player Games Word Games: Guess the Word,11.4,224037.png,Communication Limits Cooperative Game Memory,Card Game Deduction Spies / Secret Agents Word Game,Vlaada Chvátil,2017
77053596,325022,Coffee Traders,-,-,-,"Prevowned,Wanttoplay",2,5,"3,4,5","4,5",120,150,4.26,0,-,7.8,7.7,1105,50.61,咖啡商人|咖啡交易商,,,,,,,,,,
-,245638,Coimbra,-,-,-,-,2,4,"2, 3, 4",3,60,90,3.244,0,-,-,7.25329,263,33.45,科英布拉,eggertspiele,Chris Quilliams,Strategy Games,Components: Map (Continental / National scale) Country: Portugal History: Age of Discovery Mechanism: Dice Drafting,12.7,245638.jpg,Action Drafting Auction / Bidding Dice Rolling End Game Bonuses Income Open Drafting Point to Point Movement Set Collection Tech Trees / Tech Tracks Turn Order: Stat-Based Variable Set-up Worker Placement with Dice Workers,Dice Renaissance,Flaminia Brasini,2018
-,21050,Combat Commander: Europe,-,-,-,-,2,2,2,2,60,180,3.2622,0,-,-,7.22846,279,56,,GMT Games,Lee Brimmicombe-Wood,Wargames,Country: France Country: Germany Country: USA Digital Implementations: VASSAL Players: Two-Player Only Games Players: Wargames with Rules Supporting Only Two Players Series: Combat Commander,12.97,021050.jpg,Advantage Token Campaign / Battle Card Driven Grid Movement Hexagon Grid Line of Sight Movement Points Simulation Variable Phase Order,Wargame World War II,Chad Jensen,2006
-,14105,Commands & Colors: Ancients,-,-,-,-,2,2,2,2,60,60,2.6869,0,-,-,7.2734,250,47.85,指揮與軍旗：古代篇,GMT Games,Rodger B. MacGowan,Wargames,Ancient: Greece Ancient: Rome Digital Implementations: VASSAL Game: Commands & Colors Ancients History: Punic Wars History: Sicilian Wars Players: Games with expansions that add solo play Players: Two-Player Only Games Players: Wargames with Rules Supporting Only Two Players Series: Commands & Colors,11.13,014105.jpg,Campaign / Battle Card Driven Command Cards Dice Rolling Hand Management Hexagon Grid Modular Board Scenario / Mission / Campaign Game Simulation,Ancient Wargame,Richard Borg,2006
-,124361,Concordia,-,-,-,-,2,5,"2, 3, 4, 5",4,100,100,2.9881,0,-,-,7.92579,29,42.75,康考迪婭,PD-Verlag,Marina Fahrenbach,Strategy Games,Ancient: Rome Components:  Meeples Components: Map (Continental / National scale) Digital Implementations: Apple App Store Digital Implementations: Board Game Arena Digital Implementations: Boiteajeux Digital Implementations: Google Play Digital Implementations: Steam Game: Concordia Misc: BGG Hall of Fame Players: Games with expansions that add solo play Players: Games with expansions that change player count Region: Mediterranean Sea,11.62,124361.jpg,"Action Retrieval Advantage Token Auction: Dutch Deck, Bag, and Pool Building End Game Bonuses Hand Management Hidden Victory Points Investment Movement Points Network and Route Building Open Drafting Point to Point Movement Set Collection Variable Set-up",Ancient Economic Nautical,Mac Gerdts,2013
-,256916,Concordia Venus,-,-,-,-,2,6,"2, 3, 4, 5, 6",4,60,120,3.0134,0,-,-,7.58726,104,55.72,,PD-Verlag,Marina Fahrenbach,Strategy Games,Ancient: Rome Components: Map (Continental / National scale) Game: Concordia Mythology: Roman Players: Games with expansions that add solo play Players: Games with expansions that change player count,11.48,256916.jpg,"Action Retrieval Advantage Token Auction: Dutch Communication Limits Deck, Bag, and Pool Building Hand Management Investment Movement Points Network and Route Building Open Drafting Point to Point Movement Set Collection Team-Based Game Variable Set-up",Ancient Economic,Mac Gerdts,2018
88330279,269511,Cooper Island,-,-,-,Wanttoplay,1,4,"1,2,3,4",3,60,120,4.16,0,-,7.2,7.6,718,21.75,庫柏島,,,,,,,,,,
-,39463,Cosmic Encounter,-,-,-,-,3,5,"4, 5",5,60,120,2.5814,0,-,-,7.31468,230,43.66,,Fantasy Flight Games,Andrew Navaro,Strategy Games Thematic Games,Creatures: Aliens / Extraterrestrials Digital Implementations: TableTop Simulator Mod (TTS) Digital Implementations: VASSAL Game: Cosmic Encounter Players: Games with expansions that change player count,11.03,039463.jpg,Alliances Card Play Conflict Resolution Hand Management Interrupts Negotiation Prisoner's Dilemma Race Simultaneous Action Selection Take That Trading Variable Player Powers,Bluffing Negotiation Science Fiction Space Exploration,Bill Eberle,2008
49049844,204027,Cottage Garden,-,-,-,Own,1,4,"1,2,3,4",3,60,60,1.89,0,-,5.9,6.8,1204,16.36,花舍物語,,,,,,,,,,
33321968,19646,Cowabunga,-,-,-,Prevowned,2,5,"2,3,4,5","3,5",30,30,1.27,0,-,-,5.9,10959,9.43,狂牛衝浪,,,,,,,,,,
-,521,Crokinole,-,-,-,-,2,4,"2, 4","2, 4",30,30,1.2256,0,-,-,7.79931,46,92.17,加拿大棋|闘球盤,(Public Domain),Allison Litchfield,Family Games,Components: Wooden pieces & boards Mechanism: Finger Flicking Games Traditional Games: Crokinole,6.25,000521.jpg,Flicking Team-Based Game,Action / Dexterity,(Uncredited),1876
55993362,246784,Cryptid,-,-,-,"Prevowned,Wanttoplay",3,5,"3, 4, 5",4,30,50,2.2551,0,-,9.5,7.16224,337,18.37,神祕生物|詭影尋蹤,Osprey Games,Kwanchai Moriya,Family Games Strategy Games,Creatures: Monsters Misc: LongPack Games Theme: Cryptids,10.56,246784.jpg,Deduction Hexagon Grid Modular Board Pattern Recognition Race,Deduction,Hal Duncan,2018
-,139976,Cthulhu Wars,-,-,-,-,2,4,"3, 4",4,90,120,3.1466,0,-,-,7.14802,347,208.42,,Petersen Games,Kev Adams,Strategy Games Thematic Games,Crowdfunding: Kickstarter Digital Implementations: VASSAL Game: Cthulhu Wars Mechanism: Tableau Building Players: Games with expansions that change player count Region: The World Theme: Cthulhu Mythos Theme: Villainy,12.35,139976.jpg,Action Points Area Majority / Influence Area Movement Dice Rolling Variable Player Powers,Fantasy Fighting Horror,Sandy Petersen,2015
-,253344,Cthulhu: Death May Die,-,-,-,-,1,5,"1, 2, 3, 4",3,90,120,2.5,0,-,-,7.76128,54,162.42,,CMON Global Limited,Nicolas Fructus,Thematic Games,Category: DIZED Tutorial Category: Dungeon Crawler Components: Dice with Icons Components: Miniatures Country: USA Creatures: Monsters Crowdfunding: Kickstarter Digital Implementations: TableTop Simulator Mod (TTS) Game: Cthulhu: Death may Die Players: Games with Solitaire Rules Region: New England (USA) Theme: Boss Battle Theme: Cthulhu Mythos,11.29,253344.jpg,Action Points Area Movement Cooperative Game Dice Rolling Role Playing Scenario / Mission / Campaign Game Solo / Solitaire Game Variable Player Powers,Fantasy Fighting Horror Miniatures Novel-based,Rob Daviau,2019
73587775,312251,Curious Cargo,-,-,-,"Own,Wanttoplay",2,2,2,2,30,60,3.22,0,-,7.7,7,1865,12.43,怪奇運輸站,,,,,,,,,,
-,54998,Cyclades,-,-,-,-,2,5,"3, 4, 5","4, 5",60,90,2.8158,0,-,-,7.24327,270,43.46,群島爭霸,Matagot,Miguel Coimbra,Strategy Games,Ancient: Greece Components: Map (Continental / National scale) Components: Miniatures Components: Player Screens Creatures: Minotaurs Game: Cyclades Islands: Cyclades (Greece) Mythology: Greek,11.35,054998.jpg,Area Majority / Influence Area Movement Auction / Bidding Auction: Fixed Placement Dice Rolling Open Drafting Set Collection Variable Phase Order,Ancient City Building Civilization Fighting Mythology Nautical,Bruno Cathala,2009
103635460,347883,Dandelions,-,-,-,"Own,Wanttoplay",2,3,"2,3",3,15,15,1.39,0,-,8.2,6.8,3474,7.26,,,,,,,,,,,
-,322289,Darwin's Journey,-,-,-,-,1,4,"1, 2, 3, 4",3,60,120,3.8944,0,-,-,7.6277,89,68.87,,ThunderGryph Games,Kristiaan der Nederlanden,Strategy Games,Components: Official Music Soundtrack Crowdfunding: Kickstarter Digital Implementations: Board Game Arena Digital Implementations: TableTop Simulator Mod (TTS) Historical Figures: Charles Darwin Islands: Galápagos (Ecuador) Occupation: Researcher / Scientist Series: 30 Journeys (Thundergryph) Theme: Biology Theme: Evolution Theme: Science,13,322289.png,"Contracts Ownership Pick-up and Deliver Point to Point Movement Set Collection Solo / Solitaire Game Turn Order: Claim Action Variable Set-up Worker Placement Worker Placement, Different Worker Types",Exploration Travel,Simone Luciani,2023
-,334986,Daybreak,-,-,-,-,1,4,"1, 2, 3, 4",,60,120,2.8647,0,-,-,7.04787,446,31.8,,CMYK,Mads Berg,Strategy Games,Components: Map (Global Scale) Crowdfunding: BackerKit Digital Implementations: Board Game Arena Digital Implementations: TableTop Simulator Mod (TTS) Mechanism: Tableau Building Theme: Climate Change Theme: Environmental Protection / Degradation / Pollution Theme: Nature Theme: Science Theme: Solarpunk,10.44,334986.png,Automatic Resource Growth Cooperative Game Die Icon Resolution Events Hand Management Layering Melding and Splaying Multi-Use Cards Set Collection Simulation Simultaneous Action Selection Solo / Solitaire Game Tags Tech Trees / Tech Tracks Variable Player Powers Variable Set-up,Card Game Economic Educational Environmental,Matt Leacock,2023
-,150376,Dead of Winter: A Crossroads Game,-,-,-,-,2,5,"3, 4, 5",4,60,120,3.0143,0,-,-,7.27125,251,37.24,死亡寒冬,Plaid Hat Games,David Richards,Thematic Games,Components: Dynamic Event Boards Components: Standees Creatures: Zombies Digital Implementations: VASSAL Misc: Made by Panda Misc: Watch It Played How To Videos Players: Games with expansions that change player count Series: Crossroads (Plaid Hat Games) Setting: Dead of Winter Theme: Post-Apocalyptic Theme: Survival,12.63,150376.jpg,Action Points Area Movement Dice Rolling Hand Management Narrative Choice / Paragraph Push Your Luck Scenario / Mission / Campaign Game Semi-Cooperative Game Storytelling Trading Traitor Game Turn Order: Progressive Variable Player Powers Voting,Bluffing Deduction Horror Science Fiction Zombies,Jonathan Gilmour-Long,2014
-,193037,Dead of Winter: The Long Night,-,-,-,-,2,5,"3, 4, 5",4,60,120,3.3333,0,-,-,7.0659,424,25,,Plaid Hat Games,Joshua Panelo,Thematic Games,Components: Dynamic Event Boards Components: Standees Creatures: Zombies Players: Games with expansions that change player count Series: Crossroads (Plaid Hat Games) Setting: Dead of Winter Theme: Post-Apocalyptic,13.92,193037.jpg,Action Points Cooperative Game Dice Rolling Hand Management Narrative Choice / Paragraph Push Your Luck Semi-Cooperative Game Storytelling Trading Traitor Game Variable Player Powers Voting,Bluffing Deduction Horror Mature / Adult Science Fiction Zombies,Jonathan Gilmour-Long,2016
-,276182,Dead Reckoning,-,-,-,-,1,4,"1, 2, 3, 4",3,90,150,3.4358,0,-,-,7.12855,362,188.22,,Alderac Entertainment Group,Ian O'Toole,Strategy Games,Components: Drop Tower Components: Transparent Elements Crowdfunding: Kickstarter Digital Implementations: TableTop Simulator Mod (TTS) Game:  Dead Reckoning Players: Games with Solitaire Rules Region: Caribbean Sea Series: Card Crafting System (AEG) Theme: Pirates,12.55,276182.jpg,"Area Majority / Influence Area Movement Cube Tower Deck, Bag, and Pool Building Layering Modular Board Scenario / Mission / Campaign Game",Exploration Fighting Pirates Territory Building,John D. Clair,2022
-,156129,Deception: Murder in Hong Kong,-,-,-,-,4,12,"5, 6, 7, 8, 9, 10, 11","6, 7, 8",20,20,1.5945,0,-,-,7.21556,290,22.45,犯罪現場,Jolly Thinkers,Marcin Adamski,Party Games,Crowdfunding: Kickstarter Game: Deception - Murder in Hong Kong Game: Werewolf / Mafia Mechanism: Give a Clue / Get a Clue Players: Games with expansions that change player count Players: One versus Many Region: Hong Kong Theme: Mystery / Crime Theme: Police,12,156129.jpg,Communication Limits Deduction Events Finale Ending Hidden Roles Storytelling Team-Based Game Traitor Game Variable Set-up,Bluffing Deduction Murder / Mystery Party Game,Tobey Ho,2014
115499410,344554,Décorum,-,-,-,"Own,Wanttoplay",2,4,"2,3,4",2,30,45,2.02,2,45338,8.8,7.4,1390,19.92,同房異夢|Decorum,,,,,,,,,,
81434432,225694,Decrypto,-,-,-,Wanttoplay,3,8,"4, 5, 6, 7, 8","4, 6",15,45,1.8261,0,-,9,7.54954,116,13.72,截碼戰|黑盒,Scorpion Masqué,Fabien Fulchiron,Party Games,Components: Sand Timers Digital Implementations: Board Game Arena Mechanism: Give a Clue / Get a Clue Theme: Retro Word Games: Guess the Word,10.74,225694.jpg,Communication Limits Paper-and-Pencil Targeted Clues Team-Based Game,Deduction Party Game Spies / Secret Agents Word Game,Thomas Dagenais-Lespérance,2018
-,104162,Descent: Journeys in the Dark (Second Edition),-,-,-,-,1,5,"2, 3, 4, 5",5,120,120,3.216,0,-,-,7.31655,228,86.37,深入絕地：暗黑世界之旅第二,Fantasy Flight Games,Alex Aparin,Thematic Games,Category: Dungeon Crawler Components: Miniatures Creatures: Monsters Game: Descent - Journeys in the Dark Mechanism: Campaign Games Misc: Watch It Played How To Videos Players: Games with Solitaire Rules Players: One versus Many Setting: The Realms of Terrinoth,11.1,104162.jpg,Action Points Dice Rolling Grid Movement Hand Management Line of Sight Map Addition Modular Board Movement Points Multiple Maps Once-Per-Game Abilities Role Playing Scenario / Mission / Campaign Game Solo / Solitaire Game Stat Check Resolution Team-Based Game Variable Player Powers,Adventure Exploration Fantasy Fighting Miniatures,Daniel Clark (I),2012
-,322708,Descent: Legends of the Dark,-,-,-,-,1,4,"1, 2, 3, 4",4,120,180,2.6994,0,-,-,7.01534,486,68.9,,Fantasy Flight Games,Preston Stone,Thematic Games,Category: Dungeon Crawler Components: Digital Hybrid - App/Website Required Components: Miniatures Creatures: Monsters Mechanism: Campaign Games Players: Games with Solitaire Rules Setting: The Realms of Terrinoth Theme: Art style - Art Deco,10.9,322708.png,Cooperative Game Dice Rolling Grid Movement Modular Board Movement Points Role Playing Scenario / Mission / Campaign Game Solo / Solitaire Game Square Grid Variable Player Powers,Adventure Fantasy Fighting Miniatures,Kara Centell-Dunk,2021
-,285192,Destinies,-,-,-,-,1,3,"1, 2, 3",2,90,150,1.919,0,-,-,7.08272,405,55.77,命運之輪基礎遊戲,Lucky Duck Games,Karolina Jędrzejak,Thematic Games,Components: Digital Hybrid - App/Website Required Components: Miniatures Crowdfunding: Kickstarter Crowdfunding: Spieleschmiede Game: Destinies Misc: Limited Replayability Misc: LongPack Games Misc: Watch It Played How To Videos Players: Games with expansions that change player count Players: Games with Solitaire Rules Theme: Medieval Fantasy,11.2,285192.png,Dice Rolling Map Addition Role Playing Scenario / Mission / Campaign Game Solo / Solitaire Game Storytelling Tile Placement,Adventure Exploration Fantasy Fighting Medieval,Michał Gołąb Gołębiowski,2021
-,223321,Detective: A Modern Crime Board Game,-,-,-,-,1,5,"1, 2, 3, 4",2,120,180,2.7438,0,-,-,7.16026,340,18.05,,Portal Games,Aga Jakimiec,Thematic Games,Components: Digital Hybrid - App/Website Required Digital Implementations: Tabletopia Game: Detective - A Modern Crime Board Game (Portal Games) Mechanism: Campaign Games Misc: Limited Replayability Misc: LongPack Games Misc: Watch It Played How To Videos Players: Games with Solitaire Rules Theme: Mystery / Crime Theme: Police,15.31,223321.jpg,Cooperative Game Narrative Choice / Paragraph Scenario / Mission / Campaign Game Solo / Solitaire Game Storytelling Variable Player Powers,Deduction Murder / Mystery,Jakub Łapot,2018
-,194594,Dice Forge,-,-,-,-,2,4,"2, 3, 4",4,45,45,1.9724,0,-,-,7.00574,494,21.72,鍛骰物語,Libellud,Biboun,Family Games,Components: Dice with Icons Components: Dice With Swappable Faces Digital Implementations: Board Game Arena Game: Dice Forge,8.41,194594.jpg,"Deck, Bag, and Pool Building Dice Rolling Open Drafting Random Production",Ancient Dice Fantasy Mythology,Régis Bonnessée,2017
-,244271,Dice Throne: Season Two - Battle Chest,-,-,-,-,2,6,"2, 3, 4",2,20,40,2.1705,0,-,-,7.17775,322,92.91,,Lucky Duck Games,Gavan Brown,Family Games,Components: Game Trayz Inside Crowdfunding: Kickstarter Game: Dice Throne,9.68,244271.jpg,Dice Rolling Take That Team-Based Game Variable Player Powers,Card Game Dice Fantasy Fighting,Nate Chatellier,2018
-,221194,Dinosaur Island,-,-,-,-,1,4,"1, 2, 3, 4","3, 4",90,120,3.045,0,-,-,7.22583,281,83.52,第２|恐龍島,Pandasaurus Games,Kwanchai Moriya,Strategy Games,"Admin: Better Description Needed! Animals: Dinosaurs Components: Meeples (Dinosaur) / Dinomeeples Crowdfunding: Kickstarter Digital Implementations: Yucata Game: Dinosaur Island/Dinosaur World Islands: Fictional Occupation: Medic / Doctor / Nurses Players: Games with expansions that change player count Players: Games with Solitaire Rules Theme: Amusement Parks / Theme Parks Theme: Mad Science / Mad Scientist Theme: Zoos, Aquaria, Safari Parks",10.54,221194.png,Action Points Dice Rolling Income Set Collection Tile Placement Worker Placement,Animals Economic Science Fiction,Jonathan Gilmour-Long,2017
102000000,295895,Distilled,-,-,-,Wanttoplay,1,5,"1, 2, 3, 4",3,30,150,3.0314,0,-,-,7.23261,275,82.8,滴酒成釀,Paverson Games,Erik Evensen,Strategy Games,Components: Game Trayz Inside Crowdfunding: Kickstarter Crowdfunding: Spieleschmiede Digital Implementations: Board Game Arena Digital Implementations: Tabletopia Food & Drink: Liquor / Cocktails,13.24,295895.png,Hand Management Income Market Set Collection Turn Order: Progressive,Card Game Economic Industry / Manufacturing Print & Play,Dave Beck,2023
-,39856,Dixit,-,-,-,-,3,6,"4, 5, 6","5, 6",30,30,1.1921,0,-,-,7.06587,425,17.88,妙不可言|妙語說書人|言不達意|隻字片語|隻言片語,Libellud,Marie Cardouat,Party Games,Components: Meeples (Animal) / Animeeples Digital Implementations: Boiteajeux Digital Implementations: VASSAL Game: Dixit Mechanism: Give a Clue / Get a Clue Mechanism: Image Interpretation Mechanism: Judging Games Misc: Dice Tower Hall of Fame,7.38,039856.jpg,Race Singing Storytelling Targeted Clues Voting,Card Game Humor Party Game,Jean-Louis Roubira,2008
