Collection ID,Game ID,Name,Expansion,Version ID,Version,Status,Min Players,Max Players,Recommended Players,Best Players,Min Duration,Max Duration,Weight,Plays,Last Play,Rating,BGG Rating,Rank,Estimated Value,altnames,Publisher,Artist,Domain,Family,SuggestedAge,BggImage,Mechanisms,Categories,Designer,YearPublished
-,221107,Pandemic Legacy: Season 2,-,-,-,-,2,4,"2, 3, 4",4,60,60,3.245,0,-,-,7.68913,70,32.89,第二季,Z-Man Games,Atha Kanaani,Strategy Games Thematic Games,Components: Map (Global Scale) Game: Pandemic Mechanism: Campaign Games Mechanism: Legacy Medical: Diseases Misc: Limited Replayability Misc: Made by Panda Occupation: Medic / Doctor / Nurses Occupation: Researcher / Scientist Theme: Post-Apocalyptic Versions & Editions: Legacy Versions of Non-Legacy Games Versions & Editions: Sequels,12.29,221107.jpg,Action Points Cooperative Game Hand Management Legacy Game Pick-up and Deliver Point to Point Movement Scenario / Mission / Campaign Game Set Collection Tags Trading Variable Player Powers,Environmental Exploration Medical Science Fiction,Rob Daviau,2017
-,266524,PARKS,-,-,-,-,1,5,"1, 2, 3, 4",3,30,60,2.1242,0,-,-,7.39664,176,38.41,國家公園：自然之旅,Keymaster Games,Fifty-Nine Parks Print Series,Family Games,Components: Game Trayz Inside Components: Meeples (Animal) / Animeeples Components: Wooden pieces & boards Country: USA Crowdfunding: Kickstarter Digital Implementations: Board Game Arena Misc: Made by Panda Players: Games with Solitaire Rules Series: PARKS Theme: Hiking Theme: Nature Theme: US National Parks,9.33,266524.jpg,Contracts End Game Bonuses Events Modular Board Solo / Solitaire Game Track Movement Turn Order: Claim Action Variable Set-up Worker Placement,Animals Economic Environmental Travel,Henry Audubon,2019
33321763,163412,Patchwork,-,-,-,"Own,Wanttoplay",2,2,2,2,15,30,1.5977,0,-,9,7.47228,146,14.57,拼布藝術|拼布對決|拼布對決: 臺灣意象,Lookout Games,Carrie Cantwell,Abstract Games Family Games,Theme: Sewing / Knitting / Cloth-Making Category: Combinatorial Components: 9 x 9 Grids Components: Polyominoes Digital Implementations: Apple App Store Digital Implementations: Board Game Arena Digital Implementations: Google Play Digital Implementations: Steam Game: Patchwork Holidays: Christmas Holidays: Halloween Holidays: Valentine's Day Misc: Dice Tower Hall of Fame Players: Games with expansions that add solo play Players: Two-Player Only Games Series: Fur Zwei Spieler (Lookout Games) Theme: Austronesian peoples,7.02,163412.jpg,Grid Coverage Income Open Drafting Rondel Square Grid Tile Placement Turn Order: Stat-Based Turn Order: Time Track Victory Points as a Resource,Abstract Strategy Economic Puzzle,Uwe Rosenberg,2014
-,91,Paths of Glory,-,-,-,-,2,2,2,2,480,480,3.8632,0,-,-,7.25399,262,41.68,,GMT Games,Charles Kibler,Wargames,Continents: Europe Country: France Digital Implementations: Rally the Troops Digital Implementations: Tabletopia Misc: Dice Tower Hall of Fame Misc: LongPack Games Players: Games with expansions that add solo play Players: Two-Player Only Games Region: Middle East Series: Paths of Glory (GMT) War Level of Command: Strategic,14.41,000091.jpg,Campaign / Battle Card Driven Dice Rolling Point to Point Movement,Wargame World War I,Ted Raicer,1999
-,256960,Pax Pamir: Second Edition,-,-,-,-,1,5,"1, 2, 3, 4, 5",4,45,120,3.8433,0,-,-,7.76641,53,84.61,第２,Wehrlegig Games,Cole Wehrle,Strategy Games,Components: Cloth Boards Components: Wooden pieces & boards Country: Afghanistan Country: India Country: United Kingdom Crowdfunding: Kickstarter Digital Implementations: Board Game Arena Digital Implementations: Rally the Troops Game: Pax Pamir History: Anglo-Afghan Wars Mechanism: Artificial Player Mechanism: Tableau Building Misc: Made by Panda Players: Games with Solitaire Rules Series: Pax Theme: Colonial,13.97,256960.png,Action Points Area Majority / Influence Area Movement Auction: Dutch Bribery Hand Management Increase Value of Unchosen Resources Negotiation Open Drafting Score-and-Reset Game Simulation Solo / Solitaire Game Tags Take That,Economic Educational Negotiation Political Post-Napoleonic Spies / Secret Agents,Cole Wehrle,2019
-,308119,Pax Renaissance: 2nd Edition,-,-,-,-,1,4,"2, 3, 4","2, 3",60,120,4.6461,0,-,-,7.11892,368,60.17,,Ion Game Design,Josefin Strand,Strategy Games,Components: Map (Continental / National scale) Crowdfunding: Kickstarter Digital Implementations: Board Game Arena Digital Implementations: TableTop Simulator Mod (TTS) History: Byzantium Mechanism: Tableau Building Misc: LongPack Games Religious: Christianity Religious: Islam Series: Pax,14.5,308119.png,Action Points Increase Value of Unchosen Resources Market Open Drafting Simulation,Pike and Shot Religious Renaissance,Phil Eklund,2021
36682569,176887,Perspective,-,-,-,Own,1,4,"2,3,4","2,4",5,15,1.88,0,-,6,5.9,20880,2.25,觀點,,,,,,,,,,
84089808,263236,Philosophy,-,-,-,Wanttoplay,2,2,2,2,5,30,2.2,0,-,-,7.2,10565,31.5,,,,,,,,,,,
90063032,256730,Pipeline,-,-,-,"Own,Wanttoplay",2,4,"2,3,4",3,60,120,3.9,0,-,9,7.6,576,45.86,石油公司,,,,,,,,,,
-,397385,Pirates of Maracaibo,-,-,-,-,1,4,"1, 2, 3, 4",3,40,100,2.8873,0,-,-,7.06541,426,39.65,,dlp games,Christian Fiore,Strategy Games,Cities: Maracaibo (Venezuela) Digital Implementations: Board Game Arena Digital Implementations: Tabletopia Game: Maracaibo Theme: Pirates,11.73,397385.png,Dice Rolling Increase Value of Unchosen Resources Multi-Use Cards Pieces as Map Race Stock Holding Variable Set-up,Adventure Exploration Nautical Pirates,Ralph Bienert,2023
99038725,258779,Planet Unknown,-,-,-,Wanttoplay,1,6,"1, 2, 3, 4, 5, 6",4,60,80,2.2514,0,-,-,7.41152,168,87.29,未知行星,Adam's Apple Games LLC,Yoma,Family Games Strategy Games,Components: Game Trayz Inside Components: Polyominoes Components: Turntable Gameboards Crowdfunding: Kickstarter Digital Implementations: Board Game Arena Digital Implementations: Sovranti Digital Implementations: TableTop Simulator Mod (TTS) Space: Colonization / Extraterrestrial Colonisation,9.96,258779.jpg,End Game Bonuses Events Grid Coverage Grid Movement Hidden Victory Points Map Addition Neighbor Scope Network and Route Building Open Drafting Pattern Building Rondel Simultaneous Action Selection Solo / Solitaire Game Square Grid Sudden Death Ending Tags Tech Trees / Tech Tracks Tile Placement Turn Order: Progressive Variable Player Powers,City Building Industry / Manufacturing Puzzle Science Fiction Space Exploration Territory Building,Ryan Lambert,2022
122000000,388339,Planta Nubo,-,-,-,"Prevowned,Wanttoplay",1,4,"1,2,3",2,30,120,3.92,0,-,7.5,7.2,3040,36.08,天空植物園|雲端建木,,,,,,,,,,
143000000,121041,Pluckin' Pairs,-,-,-,"Own,Wanttoplay",3,8,"4,5,6,7,8","6,7,8",50,50,1.07,0,-,-,6.8,4543,10.8,,,,,,,,,,,
-,2651,Power Grid,-,-,-,-,2,6,"3, 4, 5, 6","4, 5",120,120,3.2463,0,-,-,7.68263,74,26.99,充電完了！|電力公司,2F-Spiele,Domonkos Bence,Strategy Games,Components: Map (Continental / National scale) Components: Wooden pieces & boards Country: Germany Country: USA Decades: The 2000's Digital Implementations: Apple App Store Digital Implementations: BrettspielWelt Digital Implementations: Google Play Digital Implementations: Steam Game: Power Grid Mechanism: Tableau Building Misc: BGG Hall of Fame Misc: Dice Tower Hall of Fame Occupation: Engineer Theme: Electricity Generation,11.95,002651.jpg,Auction / Bidding Auction: Turn Order Until Pass Catch the Leader Income Market Network and Route Building Turn Order: Stat-Based Variable Set-up,Economic Industry / Manufacturing,Friedemann Friese,2004
-,155873,Power Grid Deluxe: Europe/North America,-,-,-,-,2,6,"2, 3, 4, 5, 6","4, 5",120,120,3.2013,0,-,-,7.09888,390,40.03,完全日本語,2F-Spiele,Harald Lieske,Strategy Games,Continents: Europe Continents: North America Game: Power Grid Theme: Electricity Generation,10,155873.jpg,Auction: Turn Order Until Pass Catch the Leader Income Market Network and Route Building Turn Order: Stat-Based,Economic Industry / Manufacturing,Friedemann Friese,2014
137757361,341974,Power Plants,-,-,-,"Own,Wanttoplay",1,5,"1,2,3,4",-,30,30,2.53,0,-,-,7.1,2940,28.24,魔力植物,,,,,,,,,,
-,308765,Praga Caput Regni,-,-,-,-,1,4,"1, 2, 3, 4",3,45,150,3.7297,0,-,-,7.37179,192,33.58,王都布拉格,Delicious Games,Milan Vavroň,Strategy Games,Cities: Prague (Czech Republic) Components: Map (City Scale) Country: Czech Republic Digital Implementations: Board Game Arena Digital Implementations: Yucata Mechanism: Purchase Additonal Actions,12.4,308765.png,Action Drafting Area Majority / Influence Enclosure End Game Bonuses Hexagon Grid Income Three Dimensional Movement Tile Placement Track Movement Variable Set-up,City Building Medieval Puzzle,Vladimír Suchý,2020
34586334,168232,Project Dreamscape,-,-,-,Own,1,4,"1,2,3,4",-,30,30,1.75,0,-,6.8,6.5,9315,9.65,夢景計劃,,,,,,,,,,
75305668,260180,Project L,-,-,-,Wanttoplay,1,4,"1, 2, 3, 4","2, 3",20,40,1.5568,0,-,7,7.10928,376,45.27,L計劃,Boardcubator,Jaroslav Jurica,Abstract Games Family Games,Admin: Better Description Needed! Components: Polyominoes Crowdfunding: Gamefound Crowdfunding: Kickstarter Digital Implementations: TableTop Simulator Mod (TTS) Digital Implementations: Tabletopia Game: Project L Players: Games with expansions that change player count Players: Games with Solitaire Rules,7.81,260180.jpg,Action Points Contracts Open Drafting Pattern Building Resource Queue Solo / Solitaire Game Tile Placement,Abstract Strategy Puzzle Video Game Theme,Michal Mikeš,2020
-,3076,Puerto Rico,-,-,-,-,3,5,"3, 4, 5",4,90,150,3.2664,0,-,-,7.75323,57,20.14,波多黎各,alea,Franz Vohwinkel,Strategy Games,Components: Wooden pieces & boards Country: Puerto Rico Digital Implementations: Board Game Arena Digital Implementations: BrettspielWelt Game: Puerto Rico Mechanism: Tableau Building Misc: Dice Tower Hall of Fame Series: Alea Big Box Theme: Colonial,12.02,003076.jpg,Action Drafting End Game Bonuses Follow Hidden Victory Points Increase Value of Unchosen Resources Turn Order: Progressive Variable Phase Order,City Building Economic Farming,Andreas Seyfarth,2002
-,228341,Pulsar 2849,-,-,-,-,2,4,"2, 3, 4",4,60,90,3.3385,0,-,-,7.19167,308,28.46,脈衝星,Czech Games Edition (CGE),Sören Meding,Strategy Games,Digital Implementations: TableTop Simulator Mod (TTS) Digital Implementations: Tabletopia Mechanism: Dice Drafting,13,228341.jpg,Dice Rolling Open Drafting Point to Point Movement Worker Placement with Dice Workers,Dice Science Fiction Space Exploration,Vladimír Suchý,2017
78800386,266830,QE,-,-,-,"Own,Wanttoplay",3,5,"3,4,5",5,45,45,1.57,0,-,9,7.3,607,21.33,量化寬鬆,,,,,,,,,,
-,244521,Quacks,-,-,-,-,2,4,"2, 3, 4",4,45,45,1.9406,0,-,-,7.6679,78,44.18,郎中闖江湖|郎中闖江湖Q,CMYK,Dennis Lohausen,Family Games,Components: Dice with Icons Components: Gems/Crystals Country: Germany Digital Implementations: Tabletopia Game: The Quacks of Quedlinburg Misc: Watch It Played How To Videos Players: Games with expansions that change player count Theme: Witches,7.77,244521.png,"Catch the Leader Deck, Bag, and Pool Building Delayed Purchase Dice Rolling Die Icon Resolution Events Neighbor Scope Push Your Luck Score-and-Reset Game Simultaneous Action Selection Track Movement Variable Set-up",Fantasy Medieval,Wolfgang Warsch,2018
54874560,232043,Queendomino,-,-,-,Own,2,4,"2,3,4",2,25,25,2.07,0,-,8,7.1,700,13.33,多米諾女王,,,,,,,,,,
-,12,Ra,-,-,-,-,2,5,"3, 4, 5","3, 4",45,60,2.3063,0,-,-,7.55166,114,43.4,太陽神,alea,Leonardo Borazio,Strategy Games,Ancient: Egypt Crowdfunding: Gamefound Game: Ra Misc: BGG Hall of Fame Misc: Dice Tower Hall of Fame Misc: LongPack Games Mythology: Egyptian Series: Alea Big Box Series: Book Box (DiceTree) Series: Euro Classics (Reiner Knizia),9.51,000012.jpg,Auction / Bidding Auction: Once Around Closed Economy Auction Constrained Bidding Hidden Victory Points Push Your Luck Set Collection,Ancient Mythology,Reiner Knizia,1999
-,28143,Race for the Galaxy,-,-,-,-,2,4,"2, 3, 4",2,30,60,2.9933,0,-,-,7.61672,94,23.54,第二|銀河競逐,Rio Grande Games,Martin Hoffmann,Strategy Games,Components: Multi-Use Cards Digital Implementations: Apple App Store Digital Implementations: Board Game Arena Digital Implementations: Google Play Digital Implementations: Steam Game: Race for the Galaxy Mechanism: Tableau Building Misc: BGG Hall of Fame Misc: Dice Tower Hall of Fame Misc: Made by Panda Players: Games with expansions that add solo play Players: Games with expansions that change player count,12.04,028143.jpg,End Game Bonuses Follow Hand Management Income Market Multi-Use Cards Simultaneous Action Selection Tags Variable Phase Order,Card Game Civilization Economic Science Fiction Space Exploration,Thomas Lehmann,2007
99849554,367375,Race to the Raft,-,-,-,"Own,Wanttoplay",1,4,"1,2,3,4",2,40,60,2.16,0,-,8.5,7.2,3317,36.03,,,,,,,,,,,
-,329082,Radlands,-,-,-,-,2,2,2,2,20,40,2.2663,0,-,-,7.35691,208,40.8,,Roxley,Damien Mammoliti,Strategy Games,Card Games: Lane Battler Category: Two-Player Fighting Games Components: PVC Cards Crowdfunding: Kickstarter Crowdfunding: Spieleschmiede Misc: Eastar Game Manufacturing Misc: LongPack Games Misc: Watch It Played How To Videos Players: Two-Player Only Games Theme: Post-Apocalyptic,11.47,329082.png,Action Points Action Queue Hand Management Multi-Use Cards Take That Variable Player Powers,Card Game Fighting Science Fiction,Daniel Piechnick,2021
-,301880,Raiders of Scythia,-,-,-,-,1,4,"1, 2, 3, 4",3,60,80,2.7734,0,-,-,7.09034,397,30.31,,Garphill Games,Sam Phillips,Strategy Games,Country: Russia Country: Ukraine Series: Ancient Anthology (Garphill Games),11.37,301880.png,"Contracts Dice Rolling Hand Management Open Drafting Solo / Solitaire Game Variable Player Powers Worker Placement Worker Placement, Different Worker Types",Ancient,Shem Phillips,2020
-,170042,Raiders of the North Sea,-,-,-,-,2,4,"2, 3, 4",3,60,80,2.5731,0,-,-,7.49993,135,46.79,北海掠奪者,Garphill Games,Mihajlo Dimitrievski,Strategy Games,Components: Dice with Icons Components: Multi-Use Cards Crowdfunding: Kickstarter Crowdfunding: Wspieram Digital Implementations: Dire Wolf Game Room Digital Implementations: Google Play Digital Implementations: Steam Digital Implementations: TableTop Simulator Mod (TTS) Digital Implementations: Tabletopia History: Viking Expansion Misc: LongPack Games Misc: Made by Panda Misc: Mensa Select Misc: Watch It Played How To Videos Players: Games with expansions that add solo play Region: North Sea Series: Medieval Trilogies (Garphill Games) Series: The North Sea Trilogy (Garphill Games) Theme: Vikings,10.6,170042.jpg,"Contracts Dice Rolling Hand Management Worker Placement Worker Placement, Different Worker Types",Medieval Nautical,Shem Phillips,2015
71159345,306881,Railroad Ink Challenge: Lush Green Edition,-,-,-,"Own,Wanttoplay",1,4,"1,2,3,4",2,15,30,2.11,0,-,9,7.6,787,17.95,阡陌交通挑戰：翠綠版,,,,,,,,,,
71159348,306882,Railroad Ink Challenge: Shining Yellow Edition,-,-,-,"Own,Wanttoplay",1,4,"1,2,3,4","2,4",15,30,2.03,0,-,-,7.5,1567,20.8,阡陌交通挑戰：亮黃版,,,,,,,,,,
57977261,251678,Railroad Ink: Blazing Red Edition,-,-,-,"Own,Wanttoplay",1,6,"1,2,3,4,5,6",3,20,30,1.47,0,-,8,7.1,930,6.92,阡陌交通：火紅版|鐵路墨軌：火紅版,,,,,,,,,,
57977257,245654,Railroad Ink: Deep Blue Edition,-,-,-,Own,1,6,"1,2,3,4,5,6",2,20,30,1.46,0,-,8,7.1,618,9.91,阡陌交通：火紅版|鐵路墨軌：深藍版,,,,,,,,,,
123000000,418062,Railroad Tiles,-,-,-,Wanttoplay,1,4,"1,2,3,4",3,30,30,1.71,0,-,-,7.6,2652,29,阡陌交通板塊版,,,,,,,,,,
-,17133,Railways of the World,-,-,-,-,2,6,"3, 4, 5, 6","5, 6",120,120,3.015,0,-,-,7.29505,241,47.94,鐵路大亨,Eagle-Gryphon Games,Kurt Miller,Strategy Games,Country: Mexico Country: USA Digital Implementations: Board Game Arena Digital Implementations: Tabletopia Game: Railways of the World Players: Games with expansions that add solo play,11.61,017133.jpg,Action Points Connections End Game Bonuses Hexagon Grid Income Loans Network and Route Building Open Drafting Ownership Pick-up and Deliver Tile Placement Turn Order: Auction,Trains Transportation Video Game Theme,Glenn Drover,2005
-,220877,Rajas of the Ganges,-,-,-,-,2,4,"2, 3, 4",4,45,75,2.9012,0,-,-,7.41346,166,28.48,恆河王侯,HUCH!,Dennis Lohausen,Strategy Games,Admin: Better Description Needed! Components: Coloured Dice Country: India Digital Implementations: Tabletopia Digital Implementations: Yucata Game: Rajas of the Ganges Mechanism: Dice Drafting Religious: Hinduism,10.74,220877.jpg,Connections Dice Rolling Race Tile Placement Track Movement Worker Placement Worker Placement with Dice Workers,Dice Economic Renaissance Territory Building,Inka Brand,2017
119174298,387780,Rats of Wistar,-,-,-,"Own,Wanttoplay",1,4,"1,2,3,4",3,90,90,3.4,0,-,-,7.5,939,38.62,白鼠特攻隊,,,,,,,,,,
-,351040,Ready Set Bet,-,-,-,-,2,9,"4, 5, 6, 7, 8, 9","6, 7, 8",45,60,1.3333,0,-,-,7.05635,440,32.93,賽馬大亨,Alderac Entertainment Group,Kirk W. Buckendorf,Party Games,Digital Implementations: Tabletopia Sports: Horse Racing,10.32,351040.jpg,Betting and Bluffing Dice Rolling Real-Time Track Movement,Animals Party Game Racing Real-time Sports,John D. Clair,2022
120000000,417197,Rebirth,-,-,-,Wanttoplay,2,4,"2, 3, 4",3,45,60,1.978,0,-,-,7.0475,447,42.47,,Mighty Boards,"Anna ""Mikado"" Przybylska",Family Games Strategy Games,Components: Map (Continental / National scale) Components: RE-Wood Country: Ireland Country: Scotland Crowdfunding: Kickstarter Crowdfunding: Xinwuji Misc: LongPack Games Misc: Watch It Played How To Videos Theme: Environmental Protection / Degradation / Pollution Theme: Nature,8.42,417197.png,Area Majority / Influence Contracts End Game Bonuses Hexagon Grid Tile Placement,Environmental Fantasy Farming Science Fiction,Reiner Knizia,2024
33321950,161417,Red7,-,-,-,Own,2,4,"2,3,4",4,5,30,1.7,0,-,7,6.9,950,6.9,七變萬化,,,,,,,,,,
138370425,350637,Regroup! Chicken Army,-,-,-,"Own,Wanttoplay",2,4,"2,3,4",-,10,20,1.42,0,-,7,7.3,4988,6.17,全軍出雞,,,,,,,,,,
86098892,308493,Relics of Rajavihara,-,-,-,Wanttoplay,1,1,1,1,15,60,1.64,0,-,-,7.2,5675,32.01,,,,,,,,,,,
67788128,294230,Remember Our Trip,-,-,-,Own,2,4,"2,3,4",3,30,30,2.13,0,-,7.5,7.3,2736,25.23,旅行之後,,,,,,,,,,
-,262712,Res Arcana,-,-,-,-,2,4,"2, 3, 4",2,30,60,2.6543,0,-,-,7.38994,184,24.6,奧法之戰,Sand Castle Games,Julien Delval,Strategy Games,Components: Wooden pieces & boards Creatures: Dragons Digital Implementations: Board Game Arena Game: Res Arcana Mechanism: Tableau Building Theme: Alchemy Theme: Witches Theme: Wizards,10.72,262712.jpg,Hand Management Income Multi-Use Cards Open Drafting Race Score-and-Reset Game Take That Turn Order: Pass Order Variable Player Powers,Card Game Fantasy,Thomas Lehmann,2019
